67.98.155.13|1107790632
80.46.89.10|1107792344
63.246.200.214|1107822417
66.122.74.109|1107828503
69.202.212.240|1107876232
69.158.163.112|1107909745
69.81.149.18|1107910533
65.207.169.235|1107917536
4.36.133.66|1107966954
65.116.191.40|1107967135
216.100.95.240|1107988267
205.188.116.69|1107999587
151.205.216.146|1108069150
84.92.36.210|1108083172
69.107.101.122|1108099279
192.175.182.94|1108127735
62.252.64.13|1108131554
213.202.168.231|1108154752
24.6.99.173|1108154991
24.6.99.173|1108155899
205.188.116.69|1108189814
64.167.149.67|1108197204
82.35.10.202|1108243417
24.82.97.23|1108244543
82.67.133.98|1108248883
4.243.116.186|1108294409
68.14.158.35|1108321065
70.23.14.21|1108339665
69.169.229.51|1108351044
24.223.202.148|1108359633
66.124.190.79|1108476496
169.204.228.146|1108493205
169.204.228.146|1108501623
65.31.86.177|1108577608
69.3.133.57|1108631026
12.169.121.241|1108655668
24.223.202.148|1108674687
144.92.131.229|1108674987
67.52.23.193|1108678431
67.125.2.192|1108679160
144.92.179.188|1108680423
207.230.140.240|1108687646
68.249.7.82|1108690254
4.43.184.246|1108693572
128.32.168.222|1108703635
66.222.25.81|1108745854
67.125.42.224|1108746936
12.107.155.131|1108749572
24.123.80.230|1108751758
68.0.225.81|1108771155
24.107.6.51|1108776604
67.180.253.51|1108784605
67.180.253.51|1108784681
24.248.91.2|1108828524
67.180.253.51|1108837944
212.159.101.179|1108849954
67.180.253.51|1108852046
65.39.179.93|1108886224
80.9.152.200|1108912349
24.18.253.49|1108937432
68.194.200.160|1109025390
135.196.19.50|1109027141
64.180.223.205|1109045619
4.21.206.162|1109091004
66.170.10.74|1109102248
24.45.138.66|1109106907
67.180.253.51|1109135584
64.168.22.11|1109198095
209.247.222.43|1109365828
12.218.148.233|1109437451
67.101.199.126|1109565180
24.247.5.237|1109611313
168.150.235.215|1109644472
208.187.198.39|1109653961
129.215.16.12|1109692044
216.162.240.129|1109699948
24.98.240.115|1109711823
132.178.168.12|1109811396
63.198.36.6|1109891339
194.78.195.188|1109952648
67.161.186.170|1109953351
68.121.54.207|1109994678
4.228.141.62|1110010080
81.178.188.229|1110029606
195.137.0.142|1110035985
217.137.87.167|1110061870
67.116.140.183|1110137485
141.157.213.230|1110220253
195.172.220.162|1110282854
67.80.208.154|1110296699
63.198.78.10|1110338607
66.7.17.69|1110402221
129.46.205.142|1110485770
24.23.14.157|1110528365
62.252.128.16|1110534318
63.89.21.130|1110552965
203.143.10.134|1110555647
66.94.214.188|1110645656
64.81.71.196|1110670199
128.189.156.103|1110699433
158.143.133.212|1110741728
24.35.34.130|1110762152
70.104.55.181|1110766546
204.83.156.28|1110774032
144.89.238.193|1110835451
169.199.168.3|1110904886
144.203.11.223|1110913414
80.44.131.231|1111004512
212.85.6.26|1111052418
195.210.237.122|1111056007
63.246.179.70|1111114794
195.210.238.57|1111146315
204.38.89.81|1111165222
85.136.2.220|1111169797
209.62.204.126|1111176647
208.186.56.164|1111246951
67.180.253.51|1111269741
69.243.128.26|1111329894
137.112.174.54|1111367346
65.27.234.231|1111378377
216.68.43.71|1111410213
64.180.49.126|1111422464
129.137.182.237|1111455753
67.180.253.51|1111465269
128.30.86.34|1111599633
195.113.141.161|1111603754
209.204.188.204|1111632322
66.214.245.179|1111649437
216.101.213.205|1111649748
213.18.248.28|1111670386
4.232.144.110|1111678445
64.165.199.157|1111686704
142.32.208.231|1111691375
129.15.161.51|1111702446
68.144.190.194|1111720307
64.12.116.70|1111723216
66.159.205.109|1111732296
4.33.244.219|1111779748
38.114.154.254|1111786509
69.105.139.0|1111788664
198.209.225.230|1112152331
24.98.143.102|1112521593
66.142.191.213|1112699605
24.81.27.1|1113234650
149.39.250.32|1113511824
68.75.175.120|1113708963
66.183.230.196|1114301739
24.188.123.130|1115042532
69.157.175.64|1115118458
216.123.211.13|1115321599
207.6.241.80|1115782738
24.69.255.246|1115859048
70.243.122.222|1115866263
24.185.36.46|1116188401
66.7.37.54|1117205767
68.6.28.2|1117426838
65.67.54.18|1117748693
212.85.6.26|1118826209
69.107.148.246.-214374906|1122046306
24.161.112.84.1611377813|1123518666
162.89.0.60.-531254059|1125209841
69.107.111.11.-214374906|1128284531
198.245.136.177.-780047818|1129730896
69.110.114.14.-2200241|1129761774
66.7.37.54.-190018094|1130518566
137.208.3.45.-1468058351|1132065166
82.120.166.30.-978356155|1133128537
71.193.91.98.-190018094|1133221803
80.3.64.8.-1341813291|1133370400
24.45.131.48.-190018094|1133715829
199.72.115.66.2068255511|1133820717
203.162.3.148.-2200241|1134034406
170.235.207.34.-832326572|1134068326
69.85.170.56.-124346188|1134317919
82.36.53.50.1611377813|1135790556
88.203.57.117.1163586868|1135848718
68.218.186.17.-190018094|1135904436
69.243.85.6.-2016622637|1135911783
141.150.183.161.-1754043465|1136240808
68.193.209.162.823006492|1136692826
62.255.32.10.-190018094|1136736205
24.208.15.110.-1144987239|1138680081
81.214.137.43.2068255511|1138730043
208.163.44.56.-190018094|1138996064
205.251.10.110.-282998432|1139002381
24.208.15.110.-1144987239|1139083237
207.69.137.207.-190018094|1139208777
24.208.15.110.1030211682|1139234632
70.24.23.136.-224004115|1139540431
64.12.116.130.-275350052|1139610791
72.226.0.135.2811668064|1140815219
69.121.32.132.4104949202|1140839230
203.214.18.57.1030211682|1141215018
195.93.21.134.1905510925|1142097677
68.99.188.125.1030211682|1142107430
207.69.139.149.4104949202|1142223866
195.93.21.137.3010576406|1142577659
207.69.138.143.4104949202|1142578216
24.208.15.110.1030211682|1143049397
24.208.15.110.3149980057|1144043055
84.194.141.211.973945335|1144276010
66.193.126.2.4104949202|1144335961
66.193.126.2.4104949202|1144417554
24.208.15.110.1030211682|1144421293
141.149.120.220.86580224|1145282512
24.11.152.93.1891653370|1145413695
62.49.18.152.2486257364|1146435526
62.253.128.13.4258117273|1146435540
67.171.174.48.86580224|1146556354
24.131.30.224.933607055|1146663939
207.69.139.143.4104949202|1147105362
207.69.137.14.4104949202|1147390424
195.93.21.100.1905510925|1147705127
205.251.10.110.1242735675|1147753567
167.115.255.20.2634536379|1147973801
70.106.95.83.4104949202|1148089442
4.156.141.55.4104949202|1148535788
4.157.62.163.4104949202|1148877059
4.242.9.124.1242735675|1148880577
82.44.67.54.2068255511|1149327650
216.254.74.167.1883723827|1149375843
207.69.137.203.4104949202|1149400187
205.251.10.110.3350843404|1149443113
74.56.167.32.3350843404|1149959773
207.69.138.10.4104949202|1150091424
207.69.137.35.4104949202|1150129758
207.69.137.205.4104949202|1150163763
139.102.18.243.3061647821|1151673079
4.157.92.253.4104949202|1152029592
207.69.137.201.4104949202|1153027028
206.11.112.251.4104949202|1153059503
142.177.102.21.4292767055|1153109099
213.2.48.70.933607055|1153142274
24.130.197.83.1023134095|1153187044
24.6.131.115.4104949202|1153195202
68.32.95.254.3350843404|1153646517
::1.-2006748987|1523768315
